id,identifier,clientIP,date,time,drumyVersion,userAgent,platform,language,innerWidth,innerHeight,outerHeight
124,61668927,86.247.91.124,2016-02-06,13:28:54,26,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (358998640)",iPhone,fr,,,
125,57556332,86.247.91.124,2016-02-06,13:31:12,23,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (4921133408)",iPhone,fr,,,
126,61812893,86.247.91.124,2016-02-06,13:31:17,23,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (4921133408)",iPhone,fr,,,
127,61812893,86.247.91.124,2016-02-06,13:31:22,23,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (5617438528)",iPhone,fr,,,
128,61850842,86.247.91.124,2016-02-06,13:31:57,26,"(Linux; Android 5.0.2; P01Y Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.99 Safari/537.36","Linux i686",fr,,,
129,61850842,86.247.91.124,2016-02-06,13:32:12,26,"(Linux; Android 5.0.2; P01Y Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.99 Safari/537.36","Linux i686",fr,,,
130,61812893,86.247.91.124,2016-02-06,13:33:24,23,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (5198076480)",iPhone,fr,,,
131,61812893,86.247.91.124,2016-02-06,13:33:44,23,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (4297303344)",iPhone,fr,,,
132,61975569,86.247.91.124,2016-02-06,13:34:00,23,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (4297303344)",iPhone,fr,,,
133,61975569,86.247.91.124,2016-02-06,13:34:14,23,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (5097326112)",iPhone,fr,,,
134,61975569,86.247.91.124,2016-02-06,13:35:45,23,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (5710781280)",iPhone,fr,,,
135,61975569,86.247.91.124,2016-02-06,13:37:10,23,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (5617391968)",iPhone,fr,,,
136,61668927,86.247.91.124,2016-02-06,13:43:43,26,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (401128688)",iPhone,fr,,,
137,62607516,86.247.91.124,2016-02-06,13:44:32,26,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (359089072)",iPhone,fr,,,
138,62607516,86.247.91.124,2016-02-06,13:45:12,26,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (350433888)",iPhone,fr,,,
139,62607516,86.247.91.124,2016-02-06,23:01:50,26,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (384182544)",iPhone,fr,,,
140,61668927,86.247.91.124,2016-02-07,13:08:13,27,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (401052672)",iPhone,fr,,,
141,61668927,86.247.91.124,2016-02-07,13:09:27,27,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (374617792)",iPhone,fr,,,
142,61668927,86.247.91.124,2016-02-07,13:14:01,27,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (401177264)",iPhone,fr,,,
143,47364185,86.247.91.124,2016-02-07,13:17:12,27,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (401177264)",iPhone,fr,,,
144,47364185,86.247.91.124,2016-02-07,13:27:22,27,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (367325616)",iPhone,fr,,,
145,47976162,86.247.91.124,2016-02-07,13:27:24,27,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (367325616)",iPhone,fr,,,
146,53614618,86.247.91.124,2016-02-07,15:01:22,27,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (384182544)",iPhone,fr,,,
147,47976162,86.247.91.124,2016-02-07,16:43:26,28,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (391455200)",iPhone,fr,,,
148,47976162,86.247.91.124,2016-02-07,17:09:07,29,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (399896368)",iPhone,fr,,,
149,61283692,86.247.91.124,2016-02-07,17:09:12,29,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (399896368)",iPhone,fr,,,
150,61283692,86.247.91.124,2016-02-07,18:31:03,30,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (401087216)",iPhone,fr,,,
151,66452393,86.247.91.124,2016-02-07,18:35:21,30,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (401087216)",iPhone,fr,,,
152,53614618,86.247.91.124,2016-02-07,18:45:04,30,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (399692880)",iPhone,fr,,,
153,68036350,86.247.91.124,2016-02-07,19:01:45,30,"(Linux; U; Android 4.1.2; fr-fr; GT-N7000 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","Linux armv7l",fr,,,
154,68045296,86.247.91.124,2016-02-07,19:01:54,30,"(Linux; U; Android 4.1.2; fr-fr; GT-N7000 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","Linux armv7l",fr,,,
155,61850842,86.247.91.124,2016-02-07,19:03:15,30,"(Linux; Android 5.0.2; P01Y Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.99 Safari/537.36","Linux i686",fr,,,
156,68135166,86.247.91.124,2016-02-07,19:03:25,30,"(Linux; Android 5.0.2; P01Y Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.99 Safari/537.36","Linux i686",fr,,,
157,83541181,86.247.91.124,2016-02-07,19:05:35,30,"(Linux; Android 4.4.2; Konnect 501 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","Linux armv7l",fr,,,
158,68285859,86.247.91.124,2016-02-07,19:05:43,30,"(Linux; Android 4.4.2; Konnect 501 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","Linux armv7l",fr,,,
159,88839600,81.64.23.204,2016-02-07,21:43:35,30,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29S; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,,,
160,53614618,86.247.91.124,2016-02-08,17:28:20,31,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (367593120)",iPhone,fr,,,
161,10664159,80.12.43.62,2016-02-08,17:56:08,31,"(iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (5307054080)",iPad,fr,,,
162,50503257,80.12.43.62,2016-02-08,17:56:15,31,"(iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (5307054080)",iPad,fr,,,
163,88839600,31.34.60.10,2016-02-08,18:08:41,31,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29S; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,,,
164,9978418,86.247.91.124,2016-02-09,10:27:33,31,"(Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4",MacIntel,fr,,,
165,9978418,86.247.91.124,2016-02-09,10:27:38,31,"(Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4",MacIntel,fr,,,
166,9978418,86.247.91.124,2016-02-09,10:27:41,31,"(Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4",MacIntel,fr,,,
167,88839600,92.90.21.124,2016-02-09,17:21:19,31,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29S; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,,,
168,53614618,86.247.91.124,2016-02-09,19:32:16,32,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (383352144)",iPhone,fr,,,
169,42664789,86.247.91.124,2016-02-09,19:32:20,32,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (383352144)",iPhone,fr,,,
170,50503257,86.247.91.124,2016-02-09,23:09:31,32,"(iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (4954706912)",iPad,fr,,,
171,55700607,86.247.91.124,2016-02-09,23:09:37,32,"(iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (4954706912)",iPad,fr,,,
172,55706735,86.247.91.124,2016-02-09,23:09:43,32,"(iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (4954706912)",iPad,fr,,,
173,42664789,86.247.91.124,2016-02-10,14:12:32,32,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (400976976)",iPhone,fr,,,
174,17563789,81.64.23.204,2016-02-10,16:20:41,32,"(Linux; Android 4.4.4; AC45BHE Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36","Linux armv7l",en,,,
175,25567652,86.247.91.124,2016-02-10,18:34:07,32,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (401087216)",iPhone,fr,,,
176,42832776,86.247.91.124,2016-02-10,23:21:52,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",iPhone,fr,320,460,0
177,42842117,86.247.91.124,2016-02-10,23:22:02,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",iPhone,fr,980,1409,0
178,25567652,86.247.91.124,2016-02-11,08:49:50,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (374767728)",iPhone,fr,320,568,0
179,76914911,86.247.91.124,2016-02-11,08:49:56,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (374767728)",iPhone,fr,320,568,0
180,76993778,86.247.91.124,2016-02-11,08:51:15,33,"(iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",iPad,fr,768,831,0
181,67034,86.247.91.124,2016-02-11,15:15:50,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (374767728)",iPhone,fr,320,568,0
182,67034,86.247.91.124,2016-02-11,15:27:33,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (342155584)",iPhone,fr,320,568,0
183,67034,86.247.91.124,2016-02-11,15:28:19,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (357783776)",iPhone,fr,320,568,0
184,67034,86.247.91.124,2016-02-11,15:33:20,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (366346080)",iPhone,fr,320,568,0
185,1126551,86.247.91.124,2016-02-11,15:33:29,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (366346080)",iPhone,fr,320,568,0
186,68045296,86.247.91.124,2016-02-11,15:36:41,33,"(Linux; U; Android 4.1.2; fr-fr; GT-N7000 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","Linux armv7l",fr,400,615,1230
187,1331363,86.247.91.124,2016-02-11,15:36:54,33,"(Linux; U; Android 4.1.2; fr-fr; GT-N7000 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","Linux armv7l",fr,400,615,1230
188,1126551,86.247.91.124,2016-02-11,16:47:58,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (341369504)",iPhone,fr,320,568,0
189,1126551,86.247.91.124,2016-02-11,16:48:21,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (399826656)",iPhone,fr,320,568,0
190,5623277,86.247.91.124,2016-02-11,16:48:26,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (399826656)",iPhone,fr,320,568,0
191,5623277,86.247.91.124,2016-02-11,16:48:37,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (384445664)",iPhone,fr,320,568,0
192,5623277,86.247.91.124,2016-02-11,16:49:01,33,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (392318960)",iPhone,fr,320,568,0
193,42664789,86.247.91.124,2016-02-11,16:51:57,34,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (374578896)",iPhone,fr,320,568,0
194,88839600,31.34.60.10,2016-02-11,17:27:22,34,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29Q; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,360,568,568
195,8018573,31.34.60.10,2016-02-11,17:28:22,34,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29Q; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,360,568,568
196,8049798,31.34.60.10,2016-02-11,17:28:53,34,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29Q; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,360,568,568
197,83872879,86.247.91.124,2016-02-13,18:19:23,34,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko) CriOS/48.0.2564.104 Mobile/13D15 Safari/601.1.46",iPhone,fr,320,492,0
198,83880950,86.247.91.124,2016-02-13,18:19:31,34,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko) CriOS/48.0.2564.104 Mobile/13D15 Safari/601.1.46",iPhone,fr,980,1507,0
199,83890348,86.247.91.124,2016-02-13,18:19:41,34,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko) CriOS/48.0.2564.104 Mobile/13D15 Safari/601.1.46",iPhone,fr,980,1507,0
200,42842117,86.247.91.124,2016-02-13,18:24:15,34,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",iPhone,fr,320,460,0
201,84170234,86.247.91.124,2016-02-13,18:24:20,34,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",iPhone,fr,980,1409,0
202,42664789,86.247.91.124,2016-02-13,22:35:18,34,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (357730160)",iPhone,fr,320,568,0
203,42664789,86.247.91.124,2016-02-15,13:27:24,35,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (391299168)",iPhone,fr,320,568,0
204,39156984,86.247.91.124,2016-02-15,13:27:33,35,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (391299168)",iPhone,fr,320,568,0
205,8049798,86.247.152.160,2016-02-15,14:16:49,35,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29Q; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,360,568,568
206,8049798,86.247.152.160,2016-02-15,14:23:34,35,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29Q; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,360,568,568
207,8049798,86.247.152.160,2016-02-15,15:17:30,36,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29Q; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,360,568,568
208,39156984,86.247.91.124,2016-02-15,15:18:40,36,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (367479760)",iPhone,fr,320,568,0
209,39156984,86.247.91.124,2016-02-15,15:19:51,36,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (340969360)",iPhone,fr,320,568,0
210,46046289,86.247.91.124,2016-02-15,15:22:23,36,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (340969360)",iPhone,fr,320,568,0
211,46046289,86.247.91.124,2016-02-15,15:23:37,36,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (342384704)",iPhone,fr,320,568,0
212,46046289,86.247.91.124,2016-02-15,17:56:10,36,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (357980336)",iPhone,fr,320,568,0
213,68135166,86.247.91.124,2016-02-15,17:58:16,36,"(Linux; Android 5.0.2; P01Y Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.106 Safari/537.36","Linux i686",fr,600,951,951
214,55407580,86.247.91.124,2016-02-15,17:58:25,36,"(Linux; Android 5.0.2; P01Y Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.106 Safari/537.36","Linux i686",fr,600,951,951
215,55407580,86.247.91.124,2016-02-15,18:03:04,36,"(Linux; Android 5.0.2; P01Y Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.106 Safari/537.36","Linux i686",fr,600,951,951
216,55989288,86.247.91.124,2016-02-15,18:08:06,36,"(Linux; U; Android 4.1.2; fr-fr; GT-N7000 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","Linux armv7l",fr,400,615,1230
217,55993818,86.247.91.124,2016-02-15,18:08:11,36,"(Linux; U; Android 4.1.2; fr-fr; GT-N7000 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30","Linux armv7l",fr,400,615,1230
218,60172730,86.247.91.124,2016-02-15,19:20:25,36,"(Linux; U; Android 4.2.2; fr-fr; SM-T310 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30","Linux armv7l",fr,602,962,1280
219,60292367,86.247.91.124,2016-02-15,19:22:24,36,"(Linux; U; Android 4.2.2; fr-fr; SM-T310 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30","Linux armv7l",fr,602,938,1247
220,8049798,86.247.152.160,2016-02-15,19:31:44,36,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29Q; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,360,568,568
221,5623277,86.247.91.124,2016-02-15,19:34:19,36,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (391402304)",iPhone,fr,320,568,0
222,46046289,86.247.91.124,2016-02-15,20:01:23,36,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (350736704)",iPhone,fr,320,568,0
223,60292367,86.247.91.124,2016-02-15,20:02:43,36,"(Linux; U; Android 4.2.2; fr-fr; SM-T310 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30","Linux armv7l",fr,602,962,1280
224,60292367,86.247.91.124,2016-02-15,20:06:16,36,"(Linux; U; Android 4.2.2; fr-fr; SM-T310 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30","Linux armv7l",fr,602,962,1280
225,46046289,86.247.91.124,2016-02-15,20:07:21,36,"(iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13D15 (341160880)",iPhone,fr,320,568,0
226,63506441,86.247.152.160,2016-02-15,20:13:25,36,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29Q; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36","Linux armv7l",fr,360,568,568
227,65791180,86.247.152.160,2016-02-15,20:51:30,36,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.95 Mobile Safari/537.36","Linux armv7l",fr,360,512,512
228,65805621,86.247.152.160,2016-02-15,20:51:45,36,"(Linux; Android 6.0.1; Nexus 5 Build/MMB29Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.95 Mobile Safari/537.36","Linux armv7l",fr,360,512,512
229,9978418,86.247.91.124,2016-02-15,21:31:36,36,"(Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4",MacIntel,fr,1138,1214,1298
230,9978418,86.247.91.124,2016-02-15,21:32:08,36,"(Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4",MacIntel,fr,1138,1214,1298
